Raster,Red,Green,Blue,NIR,FC,ch1,CH,wc,WC,geom,GEOM,NDVI,EVI,SAVI,AVI,BAI,BCC,BITM,BIXS,BNDVI,CIG,CVI,DSWI4,DVI,EVI2,ExG,ExGR,ExR,FCVI,GARI,GBNDVI,GCC,GEMI,GLI,GNDVI,GOSAVI,GRNDVI,GRVI,IKAW,IPVI,MCARI1,MCARI2,MGRVI,MRBVI,MSAVI,MSR,MTVI1,MTVI2,NDDI,NDGlaI,NDSII,NDTI,NDYI,NIRv,NLI,NormG,NormNIR,NormR,OSAVI,PISI,RCC,RDVI,RGBVI,RGRI,RI4XS,SI,SR,TDVI,TGI,TVI,TriVI,VARI,VrNIRBI,LAI,AFC,time_s
RIP_180619_1120_0075,0.0423631,0.066761844,0.011285551,0.55296624,0.651041667,1.188000412,1.5,1.972852852,1.562500001,2.784375967,3.515625002,0.8576818,0.741077198,0.699246046,0.646637654,4.059467529,0.093725642,0.046112687,0.055909642,0.959998174,7.282668765,5.25568954,1.575943309,0.51060314,0.771472731,0.079875037,0.091564851,-0.011689814,0.512829408,0.879842901,0.752628499,0.554452035,0.974616432,0.426745947,0.78454472,0.623556347,0.670362794,8.282668765,0.579279225,0.9288409,0.773330562,0.753398543,0.42588083,0.867467292,0.757108804,3.215222049,0.773330562,0.753398543,22.45408912,0.223585398,-0.78454472,-0.223585398,0.710802622,0.47426908,0.756628153,0.100834818,0.835181397,0.063983785,0.67600067,-0.232881015,0.351822322,0.66176659,0.806254028,0.634540592,90.3362735,0.959595229,13.05301642,0.831653287,4.18253362,1.165196035,31.61213816,0.249375464,-0.8576818,3.49,0.64,121826340.0
RIP_180619_1120_0076,0.049071956,0.07281007,0.012750384,0.569257,0.689236111,1.342354126,1.5,1.84843176,1.654166666,3.330716175,3.721874999,0.841275569,0.735530457,0.697717395,0.655447582,3.817721254,0.094705161,0.051224784,0.062086082,0.956184803,6.818382814,5.269371908,1.483740937,0.520185044,0.770859348,0.0837978,0.092814327,-0.009016527,0.52437953,0.863649702,0.738673875,0.540806408,0.977670767,0.403956798,0.773201046,0.618959372,0.647300987,7.818382814,0.587515322,0.920637784,0.786097921,0.739564763,0.375290328,0.873515562,0.748413667,2.986285906,0.786097921,0.739564763,23.71631191,0.194763041,-0.773201046,-0.194763041,0.70195614,0.478902006,0.736968084,0.105347936,0.823650494,0.07100157,0.668335721,-0.241023775,0.364488432,0.661527753,0.788868883,0.673972103,85.68423904,0.954804473,11.60045465,0.835046745,4.43441515,1.158134521,32.1606272,0.21751816,-0.841275569,2.95,0.63,121826340.0
RIP_180619_1120_0077,0.051559843,0.0747712,0.013090155,0.5622863,0.616319444,1.359301682,1.5,1.632271944,1.479166666,3.015950605,3.328124998,0.832010534,0.719953944,0.687787708,0.648214285,3.927144002,0.093889274,0.052979562,0.064222853,0.954498816,6.520091961,5.185616398,1.450182849,0.510726457,0.757291508,0.084892402,0.092635806,-0.007743404,0.515812567,0.853723192,0.729718767,0.536297214,0.969617306,0.396337138,0.76526075,0.611643577,0.633087827,7.520091961,0.595045463,0.916005267,0.771655815,0.723905374,0.355468748,0.878893208,0.735178872,2.870799072,0.771655815,0.723905374,23.92923523,0.183734389,-0.76526075,-0.183734389,0.702027017,0.467828125,0.719574458,0.108581639,0.816543913,0.074874447,0.659984496,-0.236747738,0.369813513,0.651866391,0.784563325,0.689568216,85.0522427,0.953188629,10.90550838,0.822409992,4.513260195,1.154127607,31.5720417,0.204973287,-0.832010534,3.39,0.66,121826340.0
RIP_180619_1120_0078,0.050803192,0.07253577,0.013589297,0.54163754,0.635416667,1.239595985,1.5,1.845359318,1.525000001,2.835575817,3.431250002,0.828495276,0.703387715,0.673950998,0.63192663,4.266301774,0.099243919,0.051727076,0.062619495,0.951049567,6.467178469,5.229923133,1.427779774,0.490834348,0.737624152,0.080679051,0.087170671,-0.00649162,0.495994787,0.85300121,0.725612625,0.529735575,0.955432549,0.385169002,0.763793806,0.60593896,0.629042645,7.467178469,0.577922916,0.914247638,0.740704283,0.706554957,0.341792416,0.866454463,0.720172038,2.829221772,0.740704283,0.706554957,24.60978202,0.17620205,-0.763793806,-0.17620205,0.684428762,0.448744143,0.704782288,0.1090802,0.814521323,0.076398477,0.652322937,-0.224496777,0.371020506,0.637694236,0.768010476,0.700388126,93.23373824,0.954048394,10.66148639,0.80132762,4.29742861,1.152603694,30.319364,0.198019538,-0.828495276,3.59,0.66,121826340.0
RIP_180619_1120_0079,0.052620046,0.074672624,0.013924806,0.5661144,0.579861111,1.109968414,1.5,1.880684147,1.391666666,2.317059064,3.131249999,0.829910727,0.722255471,0.688493622,0.65061093,3.870019274,0.098605402,0.053350321,0.064594388,0.951986673,6.581284408,5.342353233,1.419090816,0.513494354,0.758528705,0.082800396,0.08906696,-0.006266564,0.519041908,0.854017966,0.729354425,0.528777501,0.97095616,0.383530305,0.766934656,0.613698476,0.632848653,7.581284408,0.581491112,0.914955364,0.773833891,0.721645746,0.336390085,0.869108802,0.735038569,2.845823188,0.773833891,0.721645746,25.35638316,0.17324311,-0.766934656,-0.17324311,0.685661175,0.469824413,0.717934806,0.107689447,0.816424326,0.075886227,0.659395968,-0.238259407,0.372617097,0.65280508,0.767710919,0.704676536,89.05468994,0.952598468,10.75853107,0.824315668,4.41670931,1.153217554,31.69176436,0.194522303,-0.829910727,4.1,0.68,121826340.0
RIP_180619_1120_0080,0.0526992,0.07438944,0.013454602,0.51857495,0.600694444,1.29669342,1.5,1.667703379,1.441666666,2.804099519,3.243749998,0.815502942,0.671731829,0.652320067,0.611678451,4.705254607,0.095732828,0.053204075,0.064463146,0.949421599,5.971082858,4.938476345,1.411585755,0.46587575,0.707995033,0.082625078,0.088505558,-0.00588048,0.471727203,0.837641068,0.71028598,0.529299303,0.93478807,0.384423054,0.749093061,0.589915693,0.606331712,6.971082858,0.593232691,0.907751471,0.704697854,0.678327939,0.331679093,0.87761182,0.693392803,2.68500938,0.704697854,0.678327939,23.55968692,0.170670172,-0.749093061,-0.170670172,0.693670699,0.422899397,0.6722882,0.115213931,0.803165856,0.081620213,0.637074003,-0.211380724,0.374967869,0.616378978,0.772844645,0.708423131,90.69072785,0.952820502,9.840281257,0.770949764,4.41524868,1.146953766,28.8201546,0.190878018,-0.815502942,3.7,0.7,121826340.0
RIP_180619_1120_0081,0.047794502,0.074972354,0.011687355,0.56746644,0.619791667,1.397792664,1.5,1.596266785,1.487500001,3.118824883,3.346875002,0.844636645,0.735421607,0.698946657,0.654837252,3.842494583,0.086924425,0.051774391,0.06286958,0.959639892,6.569009238,4.825205664,1.568639715,0.519671938,0.772322262,0.090462851,0.103302352,-0.012839501,0.52264837,0.863386066,0.735036708,0.557605102,0.978051293,0.431954996,0.766600788,0.613746606,0.644274315,7.569009238,0.607027904,0.922318323,0.79072504,0.747969443,0.422070641,0.887154549,0.751016247,3.030474419,0.79072504,0.747969443,20.64739851,0.221377763,-0.766600788,-0.221377763,0.730270154,0.47930295,0.741520468,0.10861886,0.822137158,0.069243982,0.67031874,-0.240867722,0.355470473,0.662520915,0.819209882,0.637495016,72.30216352,0.954831159,11.87304849,0.835810191,4.74832476,1.159584687,32.26743036,0.244670274,-0.844636645,3.86,0.63,121826340.0
RIP_180619_1120_0082,0.048029948,0.07414622,0.011702908,0.56763273,0.661458333,1.503102875,1.5,1.584222902,1.587499999,3.579263719,3.571874998,0.84397317,0.734715565,0.698601995,0.654818179,3.840365605,0.087414018,0.05145061,0.062468143,0.959598867,6.655585544,4.959084571,1.543749745,0.519602782,0.771883891,0.088559584,0.100266872,-0.011707288,0.523006371,0.862868588,0.737256277,0.553829786,0.977868316,0.425715457,0.768935332,0.615489481,0.645768072,7.655585544,0.608158431,0.921986585,0.78896939,0.745644703,0.408837281,0.887915417,0.750403976,3.02164887,0.78896939,0.745644703,21.49460253,0.213759135,-0.768935332,-0.213759135,0.727361051,0.479066795,0.740544756,0.10748806,0.822884036,0.069627904,0.669882407,-0.240950348,0.358756196,0.662216586,0.814484137,0.647773386,76.32523869,0.955031587,11.81830824,0.835495256,4.66066824,1.159298568,32.2208178,0.23640356,-0.84397317,3.57,0.64,121826340.0
RIP_180619_1120_0083,0.049116027,0.07724243,0.011922821,0.5831232,0.619791667,1.121446381,1.5,1.989618085,1.487500001,2.502227239,3.346875002,0.844628347,0.746488075,0.70745717,0.666517637,3.619948013,0.086221513,0.053294561,0.064725486,0.95992639,6.549260167,4.800336631,1.572652242,0.534007173,0.784842226,0.093446012,0.106837607,-0.013391595,0.537029441,0.86302711,0.73474109,0.558589211,0.986959234,0.433576486,0.766061629,0.616652809,0.643800637,7.549260167,0.609336631,0.922314173,0.812847518,0.756907451,0.424167971,0.888704984,0.758867868,3.030363714,0.812847518,0.756907451,20.50091967,0.222592169,-0.766061629,-0.222592169,0.732567993,0.492522384,0.747571929,0.108871638,0.821900319,0.069228043,0.674047882,-0.24965398,0.355189276,0.671593326,0.821244786,0.635868486,67.76770013,0.953532143,11.87236093,0.849476076,4.903600645,1.159581108,33.1654865,0.245783604,-0.844628347,3.74,0.7,121826340.0
RIP_180619_1120_0084,0.04947889,0.075661115,0.012091257,0.56720257,0.654513889,1.267613068,1.5,1.858808543,1.570833334,2.986813292,3.534375001,0.839531774,0.729849677,0.695440506,0.653530703,3.849013522,0.088108619,0.052659166,0.063924819,0.958255184,6.496619234,4.902444254,1.529159506,0.51772368,0.767702326,0.089752083,0.101090641,-0.011338558,0.521458816,0.85862894,0.732035392,0.551340226,0.975729227,0.421584297,0.76461226,0.612235258,0.638502644,7.496619234,0.607236377,0.919765887,0.78636637,0.739952984,0.400897838,0.887295095,0.745528876,2.96385948,0.78636637,0.739952984,21.41156489,0.209223461,-0.76461226,-0.209223461,0.724423244,0.47618458,0.733409462,0.109282771,0.819251322,0.071465907,0.666584316,-0.240385516,0.360551155,0.659276482,0.810762415,0.653954016,74.70487579,0.953900932,11.46352657,0.83201459,4.730569355,1.15738143,32.1107098,0.231601194,-0.839531774,3.35,0.66,121826340.0
RIP_180619_1120_0085,0.049096797,0.07609395,0.012046586,0.5715601,0.623263889,1.392897873,1.5,1.610850331,1.495833334,3.125314603,3.365625001,0.84179086,0.735535826,0.699317478,0.657281389,3.783795843,0.08777922,0.052744368,0.064034306,0.958716765,6.511242352,4.846350347,1.549876054,0.522463303,0.773152672,0.091044517,0.103312631,-0.012268114,0.525814322,0.860848553,0.732786263,0.554469752,0.979223472,0.426775275,0.765016678,0.613463339,0.640644148,7.511242352,0.605956183,0.92089543,0.794462715,0.746128722,0.412130531,0.886430316,0.75013446,2.99297727,0.794462715,0.746128722,20.92900901,0.21564815,-0.765016678,-0.21564815,0.726650494,0.481134068,0.738692364,0.109212569,0.820322074,0.070465357,0.669261112,-0.242921154,0.357751028,0.663177829,0.814643351,0.645212885,71.89617833,0.953894173,11.64149466,0.837433053,4.787742195,1.158356966,32.4276843,0.238608451,-0.84179086,2.94,0.69,121826340.0
RIP_180619_1120_0086,0.045547802,0.07164044,0.012293194,0.56057686,0.605902778,1.225452881,1.542249446,1.779954199,1.414330222,2.673019098,3.364031605,0.849708138,0.739276987,0.698423617,0.650739287,3.944116062,0.094941749,0.049524666,0.060028972,0.957082085,6.824866235,4.974920002,1.572862726,0.515029058,0.77105164,0.085439884,0.097868181,-0.012428297,0.517416381,0.872634319,0.739543003,0.553287345,0.97606009,0.424816463,0.77336767,0.617174631,0.654192163,7.824866235,0.574931455,0.924854069,0.782346359,0.74939514,0.424277717,0.864203685,0.752737356,3.099681299,0.782346359,0.74939514,21.26101451,0.222655768,-0.77336767,-0.222655768,0.707073472,0.47632672,0.746811929,0.105700987,0.827096081,0.067202932,0.672252289,-0.236420245,0.351770906,0.661531845,0.803267616,0.635783393,78.75930408,0.95653195,12.30744043,0.833154859,4.47407709,1.1617694,31.945449,0.248749951,-0.849708138,3.96,0.7,121826340.0
RIP_180619_1120_0087,0.04485489,0.06977679,0.012332207,0.54888374,0.59375,1.186433601,1.505688184,1.801617889,1.41961664,2.536001822,3.218408493,0.848906951,0.730255812,0.691246752,0.641704433,4.131406926,0.097131612,0.048417782,0.058654759,0.95605183,6.866279604,5.056711642,1.555611662,0.50402885,0.760667153,0.082366483,0.093831916,-0.011465433,0.506562444,0.872866304,0.739746618,0.549579819,0.968476903,0.418655076,0.774426243,0.615296309,0.654471693,7.866279604,0.568706661,0.924453475,0.764679708,0.740485042,0.415192306,0.859445284,0.74540491,3.088537257,0.764679708,0.740485042,21.79535134,0.217408486,-0.774426243,-0.217408486,0.699613746,0.465951222,0.740819248,0.105162273,0.827235846,0.06760188,0.668705079,-0.229682281,0.353288569,0.654120474,0.795955792,0.642833957,84.87419076,0.957390558,12.23687629,0.821918124,4.31894148,1.161424535,31.238607,0.243617091,-0.848906951,3.69,0.68,121826340.0
RIP_180619_1120_0088,0.04604592,0.07208623,0.012304035,0.55370873,0.628472222,1.36383873,1.5,1.658920479,1.508333333,3.085685126,3.393749999,0.846450811,0.730364339,0.69242191,0.644853998,4.054174263,0.094329921,0.049893355,0.060484094,0.956523825,6.681199724,4.906455893,1.56552915,0.50766281,0.762614219,0.085822505,0.098049039,-0.012226534,0.510230002,0.869056202,0.735494757,0.552655155,0.970497007,0.423767932,0.769617096,0.612911159,0.648332951,7.681199724,0.578267541,0.923225406,0.77165733,0.741567684,0.420437941,0.866712265,0.745526207,3.054871594,0.77165733,0.741567684,21.03331734,0.220433726,-0.769617096,-0.220433726,0.708401556,0.468687204,0.738849737,0.107296582,0.824166475,0.068536943,0.668193094,-0.232472491,0.353014925,0.655523911,0.803382595,0.638761661,78.51869204,0.956208918,12.02514208,0.824677111,4.49834255,1.160366671,31.501381,0.246062306,-0.846450811,3.28,0.67,121826340.0
RIP_180619_1120_0089,0.046090886,0.072990395,0.012321461,0.55906487,0.605902778,1.314274139,1.514173026,1.659661357,1.440555315,2.866760467,3.302789914,0.847672651,0.73567894,0.696246635,0.649164627,3.968695926,0.093768675,0.050344764,0.061040837,0.956871698,6.659430669,4.83666304,1.583618831,0.512973984,0.768070923,0.087568443,0.100640686,-0.013072243,0.515263956,0.870078595,0.735211243,0.555470867,0.974296795,0.428431425,0.769037934,0.613687575,0.648803489,7.659430669,0.578121352,0.923836326,0.780645771,0.747197027,0.429849966,0.866602944,0.749758499,3.071526223,0.780645771,0.747197027,20.55975579,0.225892002,-0.769037934,-0.225892002,0.711143056,0.473904,0.742971678,0.107632248,0.824401745,0.067966007,0.670417729,-0.235529962,0.350760458,0.659419454,0.807342349,0.631465085,74.84576946,0.955877597,12.12961864,0.83038582,4.581618855,1.16089304,31.8544194,0.251962855,-0.847672651,4.19,0.69,121826340.0
RIP_180619_1120_0090,0.04694039,0.07418882,0.012160794,0.55867463,0.657986111,1.679717178,1.51042243,1.410207641,1.568269878,3.978830065,3.57781313,0.844982742,0.73142047,0.694275445,0.648297724,3.976274227,0.091235604,0.051170519,0.062078101,0.957392995,6.530442323,4.764624906,1.580490064,0.51173424,0.765458887,0.089276456,0.102442769,-0.013166313,0.514244629,0.866043085,0.732259323,0.556597027,0.972940312,0.430291893,0.765545569,0.611058323,0.643634817,7.530442323,0.588475453,0.922491371,0.779404856,0.744074118,0.428236349,0.874209292,0.746707497,3.035098645,0.779404856,0.744074118,20.27424012,0.22495342,-0.765545569,-0.22495342,0.71833588,0.472070421,0.738535696,0.109132687,0.821817408,0.069049904,0.668396291,-0.235437778,0.352167369,0.657576308,0.812065862,0.632715145,72.73434514,0.955233581,11.90178927,0.82817966,4.67537661,1.15973391,31.7939916,0.250058054,-0.844982742,3.68,0.66,121826340.0
RIP_180619_1120_0091,0.045645133,0.067529574,0.012663225,0.54048187,0.571180556,1.317005005,1.5,1.561307659,1.370833334,2.708091544,3.084375002,0.844248319,0.719499433,0.683396236,0.634333507,4.276843886,0.100631223,0.047623799,0.057635586,0.954213731,7.003632157,5.409879445,1.479447414,0.494836737,0.749738914,0.07675079,0.084941691,-0.008190901,0.498535893,0.869619774,0.741594742,0.536639254,0.961182885,0.396916688,0.777867424,0.615814126,0.653718142,8.003632157,0.565646318,0.922124159,0.746704629,0.725372064,0.372797864,0.857068602,0.735639209,3.025302673,0.746704629,0.725372064,24.43648516,0.193368656,-0.777867424,-0.193368656,0.684180496,0.45630091,0.729723169,0.103310479,0.826859071,0.06983045,0.663207115,-0.224592639,0.362729523,0.646347494,0.775015348,0.675928046,100.1873555,0.957789542,11.8409529,0.810945903,4.057936375,1.159417232,30.56558186,0.217730756,-0.844248319,3.11,0.59,121826340.0
RIP_180619_1120_0092,0.046871107,0.07008684,0.01315663,0.53347135,0.541666667,1.548594284,1.749988134,1.259206508,1.114293271,3.019758856,3.412476863,0.838470867,0.708906826,0.675619439,0.627786086,4.405329067,0.101115727,0.049268525,0.059619904,0.951862581,6.611576581,5.090299696,1.495310107,0.486600243,0.739081827,0.080145943,0.089300344,-0.009154401,0.490099824,0.864355077,0.730042258,0.538654789,0.954228268,0.400326552,0.767754489,0.606875175,0.640366916,7.611576581,0.561648309,0.919235433,0.736920893,0.716266827,0.381943921,0.853926507,0.725473712,2.950377205,0.736920893,0.716266827,22.7136261,0.198496413,-0.767754489,-0.198496413,0.68390001,0.447300185,0.717186311,0.10775474,0.820183458,0.072061802,0.657263728,-0.220167908,0.360229485,0.638748877,0.776927232,0.668757601,91.04676175,0.956343885,11.38166739,0.800464677,4.228363255,1.156923017,30.1246439,0.223655476,-0.838470867,3.25,0.63,121826340.0
RIP_180619_1120_0093,0.04754454,0.071315445,0.012567821,0.53776956,0.581597222,1.619282379,1.708630424,1.293011044,1.225396651,3.39037248,3.577444949,0.837541792,0.708918351,0.677534301,0.630878104,4.328717102,0.095625282,0.050014418,0.060606831,0.95432685,6.540716601,5.027240622,1.49997129,0.49022502,0.741921435,0.082518529,0.092026072,-0.009507543,0.493960291,0.860492349,0.730128257,0.542620676,0.956680798,0.407009992,0.765827612,0.606505278,0.637969428,7.540716601,0.581855685,0.918770896,0.743006641,0.718376326,0.384599076,0.869378149,0.727099929,2.938668886,0.743006641,0.718376326,22.35777381,0.199990813,-0.765827612,-0.199990813,0.700349746,0.450404481,0.717619233,0.10860834,0.818984714,0.072406946,0.65774285,-0.223115284,0.361754042,0.640768243,0.78972842,0.666679427,87.39104122,0.955887373,11.31085841,0.803880142,4.356839115,1.156521419,30.3643374,0.223637417,-0.837541792,3.52,0.68,121826340.0
RIP_180619_1120_0094,0.04759133,0.07204316,0.012752505,0.54013485,0.614583333,1.699057045,1.714231457,1.302192887,1.290665849,3.75916371,3.792737097,0.838049311,0.71175203,0.679229105,0.632785788,4.28676498,0.096327475,0.050391064,0.061053876,0.953869428,6.497378655,4.952728638,1.51378749,0.49254352,0.744313955,0.083742485,0.093916916,-0.010174431,0.496005852,0.861456706,0.728623701,0.544186081,0.958427479,0.409638612,0.764633297,0.606196607,0.6373445,7.497378655,0.577338596,0.919024655,0.747407524,0.721336957,0.392384001,0.866016649,0.729018367,2.945053377,0.747407524,0.721336957,21.83015017,0.204387798,-0.764633297,-0.204387798,0.699217997,0.452659639,0.719504021,0.109194465,0.81867225,0.072133285,0.65872178,-0.224320484,0.359486444,0.64247627,0.790617379,0.660594705,84.07844449,0.9555624,11.34943802,0.80643188,4.41325335,1.156740814,30.5306844,0.228774101,-0.838049311,3.26,0.65,121826340.0
RIP_180619_1120_0095,0.046137035,0.06973133,0.011904439,0.5452204,0.640625,1.4177742,1.5,1.626669465,1.5375,3.269741749,3.459375,0.843962273,0.720070237,0.685957711,0.637886963,4.195685856,0.093168801,0.04876064,0.05912311,0.957264734,6.818872808,5.17327876,1.511395997,0.499083365,0.753470184,0.081421186,0.09117437,-0.009753184,0.502629465,0.865681221,0.739539074,0.545744695,0.964124334,0.412250541,0.773213647,0.6135725,0.649462005,7.818872808,0.589795428,0.921981137,0.755487146,0.730199339,0.391045543,0.875159171,0.738106489,3.021504346,0.755487146,0.730199339,22.85805415,0.203630171,-0.773213647,-0.203630171,0.708352377,0.460145448,0.731294564,0.105479527,0.824731003,0.069789471,0.664242266,-0.227931783,0.361086503,0.649005032,0.797019,0.661639969,90.0300658,0.957115707,11.81741306,0.815167691,4.295413785,1.159293868,30.8887737,0.226946941,-0.843962273,3.69,0.64,121826340.0
RIP_180619_1120_0096,0.047179945,0.070160225,0.01274006,0.5261123,0.626736111,1.257110596,1.5,1.794790376,1.504166666,2.836355782,3.384374999,0.835407001,0.698705577,0.669341026,0.62151914,4.54440862,0.097940017,0.049365013,0.059784632,0.952714098,6.498725952,5.042593264,1.487077295,0.478932355,0.730371883,0.080400445,0.089226742,-0.008826297,0.482752223,0.859541396,0.7277551,0.53936117,0.948044659,0.401519488,0.764670609,0.602893877,0.635279448,7.498725952,0.574764388,0.9177035,0.725511828,0.707946303,0.377218442,0.864077297,0.717823892,2.912107674,0.725511828,0.707946303,22.62028887,0.195843248,-0.764670609,-0.195843248,0.692641346,0.439517899,0.708742486,0.109037152,0.817639724,0.073323124,0.653126169,-0.216288747,0.362698813,0.632537305,0.782358362,0.672460001,91.86518798,0.956349954,11.15118511,0.791422981,4.2495197,1.155598114,29.6551525,0.219696518,-0.835407001,3.81,0.7,121826340.0
RIP_180619_1120_0097,0.04562351,0.06903597,0.012414167,0.5236423,0.569444444,1.462307587,1.884638194,1.40189384,1.087741936,2.997730551,3.863508295,0.839711048,0.701204616,0.670579923,0.620487649,4.588819199,0.097692695,0.048310045,0.05851269,0.953683361,6.585064713,5.01270969,1.513166567,0.47801879,0.7317486,0.080034263,0.08975967,-0.009725407,0.481284418,0.863844707,0.730784482,0.543275271,0.948078176,0.408109833,0.767037283,0.603984927,0.640735829,7.585064713,0.572203174,0.919855524,0.724870495,0.712439231,0.392036849,0.862130591,0.720647286,2.966149733,0.724870495,0.712439231,22.10905587,0.204191228,-0.767037283,-0.204191228,0.695171366,0.439708225,0.714696831,0.108155691,0.820367914,0.071476395,0.655479502,-0.215139173,0.359032034,0.633559515,0.787568853,0.660865778,91.63801286,0.957361213,11.47746633,0.791909786,4.21674428,1.157458875,29.6176258,0.22898321,-0.839711048,3.25,0.71,121826340.0
RIP_180619_1120_0098,0.045021612,0.067858346,0.01216192,0.515721,0.519097222,1.245063171,1.5,1.500927859,1.245833333,2.3267118,2.803124999,0.839421471,0.694395895,0.665617723,0.614304926,4.745988682,0.097262775,0.0475381,0.057583421,0.953921904,6.599964196,5.042307386,1.507239368,0.470699388,0.724700167,0.07853316,0.08786341,-0.00933025,0.474040374,0.863290349,0.731358996,0.542684956,0.94243242,0.407118034,0.767440892,0.602306474,0.640853369,7.599964196,0.574635579,0.919710735,0.713432424,0.706493036,0.388710182,0.863979801,0.715237433,2.962452073,0.713432424,0.706493036,22.32355449,0.202309909,-0.767440892,-0.202309909,0.696029003,0.43290728,0.710462417,0.107951388,0.820426685,0.071621927,0.653075564,-0.210802949,0.36005227,0.628581874,0.78745462,0.663464624,95.59364079,0.958047571,11.45496523,0.784020118,4.14107125,1.157333777,29.15543264,0.226739266,-0.839421471,4.21,0.69,121826340.0
RIP_180619_1120_0099,0.04563374,0.06981686,0.012404127,0.54139686,0.545138889,1.382837448,1.617200991,1.419183436,1.213516447,2.713818492,3.173756945,0.844526878,0.719678655,0.684106482,0.635089611,4.26078334,0.097017352,0.048685023,0.058978098,0.955203666,6.75452892,5.068520076,1.52993947,0.49576312,0.750738633,0.081595853,0.092088851,-0.010492998,0.498778618,0.868347939,0.736309705,0.546063971,0.961890849,0.412784934,0.771546817,0.611477711,0.64847059,7.75452892,0.572550556,0.922263439,0.75162456,0.729711667,0.401325725,0.86239563,0.736468704,3.029010748,0.75162456,0.729711667,22.14404404,0.209467253,-0.771546817,-0.209467253,0.698273459,0.4572242,0.730571171,0.106290827,0.824235295,0.069473878,0.663644997,-0.225329638,0.356918677,0.647058946,0.791911449,0.65362063,87.64575306,0.957093285,11.86395987,0.811990007,4.29117318,1.159537355,30.713112,0.234681686,-0.844526878,3.2,0.66,121826340.0
RIP_180619_1120_0100,0.045979153,0.06797367,0.012345603,0.5303761,0.595486111,1.218500443,1.5,1.759334608,1.429166666,2.612160324,3.215624999,0.840448568,0.706670563,0.675051679,0.625817547,4.460861856,0.09774946,0.047912824,0.05802802,0.954504849,6.802669769,5.277928161,1.478358464,0.484396947,0.738083213,0.077622584,0.085823355,-0.008200771,0.488276625,0.864390684,0.736957978,0.538198869,0.952957693,0.399556012,0.772796202,0.60974823,0.646289903,7.802669769,0.576659935,0.920224284,0.73184305,0.715087647,0.3721637,0.865507034,0.725612235,2.975608469,0.73184305,0.715087647,23.84609554,0.193014235,-0.772796202,-0.193014235,0.692586784,0.445753834,0.71902078,0.105495295,0.823144951,0.071359753,0.657830504,-0.219057175,0.364051671,0.638052287,0.781174331,0.676425931,99.0282395,0.957628397,11.53514289,0.798853108,4.107492115,1.157777426,29.9435975,0.216466084,-0.840448568,3.8,0.67,121826340.0
RIP_180619_1120_0101,0.05887085,0.08313912,0.013927974,0.5254242,0.475694444,1.055228844,1.5,1.622870724,1.141666666,1.807079394,2.568749998,0.798489308,0.657417586,0.645423978,0.613319637,4.580615078,0.089317415,0.059362948,0.072034333,0.948352951,5.319819118,4.475066892,1.412228972,0.46655335,0.69981005,0.093479416,0.100086431,-0.006607015,0.473444885,0.815516021,0.688133489,0.533155163,0.932192674,0.391001188,0.726769205,0.57546993,0.574459995,6.319819118,0.61735717,0.899244654,0.709695325,0.667440989,0.332084481,0.893988583,0.681348496,2.515562172,0.709695325,0.667440989,21.26681982,0.170891311,-0.726769205,-0.170891311,0.713023777,0.419545606,0.648470789,0.124565274,0.787229998,0.088204729,0.626839249,-0.214920982,0.377527422,0.610358797,0.787908748,0.708100471,72.54022852,0.947589927,8.925031658,0.765886762,5.00205821,1.13951275,28.9639318,0.189474483,-0.798489308,4.15,0.78,121826340.0
RIP_180619_1120_0102,0.058734454,0.08168796,0.013255491,0.5195538,0.482638889,0.94485321,1.5,1.838909983,1.158333334,1.641682453,2.606250001,0.796867899,0.649940505,0.64104289,0.608542803,4.697205446,0.086255022,0.058590008,0.071143021,0.950243019,5.360224934,4.573064853,1.390801386,0.460819346,0.693789175,0.091385975,0.096719145,-0.00533317,0.468327832,0.811815653,0.690988199,0.531553056,0.927614678,0.388271999,0.728269174,0.575199448,0.574462197,6.360224934,0.631740488,0.89843395,0.699387328,0.66040685,0.318413053,0.903069508,0.676259088,2.500414736,0.699387328,0.66040685,22.2327321,0.163460415,-0.728269174,-0.163460415,0.72077082,0.414015745,0.642593812,0.123774097,0.787231099,0.088994804,0.624172664,-0.212105206,0.382191923,0.605980317,0.791033632,0.719009925,77.47358799,0.948350883,8.84580965,0.759330764,4.90932085,1.13880108,28.567301,0.180499028,-0.796867899,2.98,0.74,121826340.0
RIP_180619_1120_0103,0.05884503,0.0822009,0.013690881,0.5322217,0.461805556,1.341441345,1.5,1.239338572,1.108333334,2.230146238,2.493750002,0.800885325,0.663881328,0.650798879,0.618947086,4.450634476,0.0884785,0.058898686,0.071483304,0.949842222,5.474645655,4.63499448,1.396904717,0.47337667,0.707186851,0.091865889,0.09756825,-0.005702361,0.480642763,0.817623452,0.694667337,0.531230413,0.937632601,0.387721687,0.732428788,0.581104942,0.581010808,6.474645655,0.622507505,0.900442662,0.718097562,0.672513536,0.322342356,0.897298031,0.687651971,2.538245932,0.718097562,0.672513536,22.39835926,0.165590528,-0.732428788,-0.165590528,0.714451419,0.426248549,0.655982605,0.122092458,0.790505404,0.087402138,0.630272453,-0.219013575,0.380291087,0.61572756,0.786941715,0.715868439,75.84261294,0.947997674,9.044463058,0.773775536,4.92805659,1.1405636,29.336835,0.183391787,-0.800885325,3.28,0.78,121826340.0
